Date,Open,High,Low,Close,Adj Close,Volume
2006-07-18,70.458893,71.147224,69.531548,70.994263,43.520763,9066205
2006-07-19,72.657745,73.671127,72.657745,72.724663,44.581547,15205597
2006-07-20,72.399620,72.543022,71.892921,72.160614,44.235779,12776785
2006-07-21,72.170174,72.179733,71.223709,71.567879,43.872406,8757635
2006-07-24,71.625237,72.801147,71.625237,72.648186,44.534657,5869315
2006-07-25,72.648186,73.049713,71.998085,72.552582,44.476048,5836994
2006-07-26,72.160614,72.944550,72.045891,72.495216,44.440891,4048125
2006-07-27,72.495216,73.891014,72.418739,72.801147,44.628414,6735299
2006-07-28,73.021034,73.900574,72.906311,73.575523,45.103157,4357322
2006-07-31,73.078392,74.091782,72.801147,74.005737,45.366859,5629363
2006-08-01,73.279160,73.977058,72.418739,72.791588,44.622578,4609408
2006-08-02,72.858505,73.546844,72.848946,72.963669,44.728054,3434855
2006-08-03,72.657745,73.355644,72.084129,72.973228,44.733913,2893027
2006-08-04,73.279160,73.393883,72.007645,72.571701,44.487782,5295270
2006-08-07,72.304016,72.848946,71.969406,72.198853,44.259212,4048229
2006-08-08,72.304016,72.906311,71.806885,72.017204,44.323936,3969256
2006-08-09,72.237091,72.925430,72.074570,72.074570,44.359241,4686498
2006-08-10,71.892921,72.734222,71.749519,72.409180,44.565189,3361426
2006-08-11,72.026772,72.447418,71.892921,72.160614,44.412209,3865807
2006-08-14,72.705544,74.082214,72.275337,73.307838,45.118263,5227280
2006-08-15,73.518166,73.747612,72.954109,73.690247,45.353638,6260728
2006-08-16,74.072655,75.793503,73.948372,75.611855,46.536308,7726279
2006-08-17,75.458893,76.061188,75.076485,75.879539,46.701061,5790028
2006-08-18,75.889099,76.453156,75.172081,76.386230,47.012913,5647563
2006-08-21,76.013382,76.367111,75.401527,75.793503,46.648106,3845619
2006-08-22,75.793503,76.051628,75.152962,75.478012,46.453926,4243831
2006-08-23,75.478012,75.975143,74.971321,75.210327,46.289185,3583282
2006-08-24,75.430206,76.003822,75.401527,75.889099,46.706944,3633072
2006-08-25,75.717018,76.481834,75.659653,76.367111,47.001137,3585060
2006-08-28,76.395790,76.931168,76.252388,76.787766,47.260048,5501332
2006-08-29,76.539200,77.896751,76.539200,77.820267,47.895500,5448091
2006-08-30,77.686424,78.087952,77.284897,77.648186,47.789593,4904485
2006-08-31,77.724663,77.915871,77.227531,77.409180,47.642506,3960365
2006-09-01,77.562141,77.982796,77.256210,77.829826,47.901390,3445524
2006-09-05,77.619499,77.954109,77.055450,77.294456,47.571899,4151051
2006-09-06,76.759079,77.141495,76.644356,76.749519,47.236492,3899070
2006-09-07,76.386230,76.845123,75.822182,75.908218,46.718716,4093312
2006-09-08,76.099426,77.304016,75.860420,77.112808,47.460091,4705536
2006-09-11,77.055450,77.629066,76.720840,77.370934,47.618961,4512758
2006-09-12,77.571701,78.871895,77.495216,78.661568,48.413307,5985421
2006-09-13,78.632889,79.063095,78.240921,78.594643,48.372097,5146529
2006-09-14,78.298279,79.349907,78.145317,78.843208,48.525097,4461504
2006-09-15,79.550667,79.913956,79.149139,79.292542,48.801636,8581175
2006-09-18,78.929253,79.550667,78.556404,78.623329,48.389763,4620810
2006-09-19,78.365204,78.479927,77.839386,78.269600,48.172066,5322676
2006-09-20,78.747612,80.105164,78.585083,79.751434,49.084072,7870732
2006-09-21,78.977058,79.588913,77.772469,78.021034,48.019100,9318814
2006-09-22,78.154877,78.508606,77.447418,77.638626,47.783733,4550309
2006-09-25,78.059273,78.661568,77.705544,78.393883,48.248539,5944418
2006-09-26,78.298279,79.024857,78.107079,78.871895,48.542740,4949463
2006-09-27,78.393883,79.034416,78.116638,78.479927,48.301506,6151003
2006-09-28,78.250481,78.728493,78.126198,78.384323,48.242661,4803546
2006-09-29,78.298279,79.149139,78.173996,78.336517,48.213238,4990152
2006-10-02,78.164436,78.843208,77.992355,78.269600,48.172066,4689532
2006-10-03,78.279160,78.642448,77.973228,78.059273,48.042603,5061071
2006-10-04,78.059273,79.588913,78.040154,79.445503,48.895786,6400788
2006-10-05,79.168259,79.550667,78.967499,79.273422,48.789860,5184604
2006-10-06,79.282982,80.095604,78.871895,79.483749,48.919319,5586581
2006-10-09,79.483749,80.382408,79.349907,80.305923,49.425335,4696749
2006-10-10,80.028679,80.908218,79.885277,80.487572,49.537125,4929693
2006-10-11,80.449333,80.965584,80.105164,80.487572,49.537125,5450288
2006-10-12,80.497131,81.166351,80.401527,80.975143,49.837204,4876138
2006-10-13,80.736137,82.418739,80.726578,82.294456,50.649189,8146876
2006-10-16,82.294456,83.747612,81.978966,82.896751,51.019890,9030223
2006-10-17,82.533463,84.072655,82.428299,83.126198,51.161114,13907093
2006-10-18,86.529640,87.992355,85.783936,85.869980,52.849823,29157459
2006-10-19,85.850861,86.978966,85.382408,85.908218,52.873352,11162284
2006-10-20,86.080307,86.711281,85.611855,86.500954,53.238159,7730881
2006-10-23,86.089867,87.954109,86.051628,87.533463,53.873619,9269966
2006-10-24,86.912048,87.906311,86.806885,87.466537,53.832417,9646526
2006-10-25,87.198853,87.944550,86.940727,87.791588,54.032497,6403717
2006-10-26,87.791588,87.887192,87.237091,87.514343,53.861858,5219854
2006-10-27,86.912048,87.848946,86.596558,86.768639,53.402908,6108954
2006-10-30,85.850861,87.954109,85.850861,87.476097,53.838306,5851324
2006-10-31,87.476097,88.604210,87.476097,88.269600,54.326675,9693596
2006-11-01,88.432121,88.604210,87.476097,87.762909,54.014816,6114602
2006-11-02,87.762909,87.906311,87.237091,87.648186,53.944214,5120275
2006-11-03,87.724663,88.279160,87.170174,87.390060,53.785362,4713694
2006-11-06,87.476097,88.661568,87.476097,88.527725,54.485561,6527668
2006-11-07,88.355644,89.292542,88.346077,88.671127,54.573814,7641239
2006-11-08,88.193115,88.833649,87.963669,88.518166,54.656456,6299221
2006-11-09,88.518166,89.091782,88.307838,88.355644,54.556107,4726769
2006-11-10,88.240921,88.288719,87.600380,87.724663,54.166504,5616602
2006-11-13,87.523903,88.365204,87.390060,88.021034,54.349495,4558782
2006-11-14,87.954109,89.187378,87.619499,89.187378,55.069660,6143158
2006-11-15,88.986618,89.177818,88.470360,89.015297,54.963406,4364749
2006-11-16,88.977058,89.483749,88.527725,89.359467,55.175911,4363389
2006-11-17,89.311661,89.913956,89.206497,89.684509,55.376637,5492546
2006-11-20,89.483749,89.674950,88.919693,89.149139,55.046055,5241088
2006-11-21,88.919693,89.321220,88.766731,88.986618,54.945724,3208919
2006-11-22,88.814529,89.617592,88.718925,89.407265,55.205448,3505878
2006-11-24,88.957932,89.627151,88.891014,89.244743,55.105099,2227771
2006-11-27,88.632889,89.139580,87.112808,87.428299,53.983505,6573064
2006-11-28,86.663483,87.543022,86.453156,87.332695,53.924477,5190357
2006-11-29,87.332695,87.629066,87.007645,87.495216,54.024826,4835658
2006-11-30,87.332695,88.413002,87.237091,87.877632,54.260948,6768352
2006-12-01,87.858505,87.868073,86.567879,87.237091,53.865437,5695888
2006-12-04,88.432121,89.818359,88.193115,89.397705,55.199547,7853263
2006-12-05,89.397705,90.478012,89.330788,90.325050,55.772129,7202965
2006-12-06,90.325050,90.697899,89.875717,89.980881,55.559624,6220876
2006-12-07,89.866158,90.277245,89.435944,90.086044,55.624523,4509097
2006-12-08,89.531548,90.239006,89.359467,89.732315,55.406143,4330440
2006-12-11,89.598473,90.200768,89.445503,89.521988,55.276283,3618323
2006-12-12,89.483749,90.678780,89.196938,89.980881,55.559624,8141855
2006-12-13,90.611855,91.137665,90.344170,90.602295,55.943306,6737600
2006-12-14,90.793503,91.510513,90.382408,91.166351,56.291611,4857729
2006-12-15,91.405357,91.586998,90.869980,91.108986,56.256203,8458479
2006-12-18,90.774376,91.931168,90.630974,91.242828,56.338829,8352205
2006-12-19,90.917786,92.151054,90.736137,91.778206,56.669388,5160127
2006-12-20,91.873802,92.256210,91.491394,91.778206,56.669388,3822712
2006-12-21,91.567879,92.256210,91.328873,91.692162,56.616280,4608258
2006-12-22,91.539200,91.759079,91.051628,91.061188,56.226669,3170949
2006-12-26,90.822182,91.596558,90.745697,91.453156,56.468723,2383520
2006-12-27,92.065010,92.954109,92.036331,92.925430,57.377777,4781894
2006-12-28,92.839386,93.116638,92.609940,92.705544,57.241997,4708778
2006-12-29,92.734222,93.575523,92.571701,92.877632,57.348244,4660871
2007-01-03,92.906311,94.072655,92.026772,92.992355,57.419075,9619853
2007-01-04,92.973228,94.445503,92.619499,93.986618,58.033012,11008627
2007-01-05,93.307838,93.642448,92.648186,93.135757,57.507633,7553480
2007-01-08,94.168259,95.124283,94.024857,94.550667,58.381268,10815640
2007-01-09,94.722755,95.917786,94.713196,95.669212,59.071949,11619177
2007-01-10,94.168259,94.694077,93.623329,94.541107,58.375397,9147061
2007-01-11,94.646271,95.506691,94.168259,94.311661,58.233719,8368732
2007-01-12,94.636711,95.305923,94.168259,94.971321,58.640995,6941779
2007-01-16,95.028679,96.405357,94.933075,96.386230,59.514679,10043901
2007-01-17,96.261948,96.462715,95.506691,95.621414,59.042442,8577932
2007-01-18,95.411087,95.554497,94.560226,95.076485,58.705940,15309361
2007-01-19,90.822182,92.590820,90.391968,91.940727,56.769737,27233447
2007-01-22,92.179733,92.954109,91.892921,92.839386,57.324631,14162108
2007-01-23,92.648186,93.097511,91.969406,92.810707,57.306938,10812920
2007-01-24,92.810707,93.288719,92.332695,93.116638,57.495842,5962200
2007-01-25,92.944550,93.613770,92.944550,93.221794,57.560787,6486560
2007-01-26,93.231361,93.527725,92.581261,93.164436,57.525337,6036571
2007-01-29,93.403442,94.321220,93.164436,94.206497,58.168762,7630361
2007-01-30,94.235184,95.076485,94.168259,95.000000,58.658730,7508083
2007-01-31,94.455070,95.105164,94.024857,94.789673,58.528851,6728500
2007-02-01,94.617592,94.818359,93.652008,94.646271,58.440327,6914792
2007-02-02,94.741875,95.344170,94.531548,94.808792,58.540672,6962490
2007-02-05,94.808792,96.022942,94.550667,95.965584,59.254940,8561301
2007-02-06,95.602295,95.984703,95.162521,95.458893,58.942066,6833309
2007-02-07,95.411087,95.946465,94.760994,95.162521,58.936146,8052317
2007-02-08,94.550667,95.353729,94.311661,95.239006,58.983536,6435201
2007-02-09,95.143402,95.315491,93.508606,94.216064,58.350006,6381018
2007-02-12,94.455070,94.837479,93.900574,94.244743,58.367756,5576226
2007-02-13,94.263863,94.397705,93.499046,93.967499,58.196056,5965129
2007-02-14,94.168259,95.057358,93.929253,94.837479,58.734840,5904461
2007-02-15,94.703636,95.143402,94.149139,94.569794,58.569061,5824756
2007-02-16,94.760994,94.885277,94.292542,94.636711,58.610500,5021532
2007-02-20,94.321220,95.086044,94.216064,94.980881,58.823647,4313913
2007-02-21,94.550667,95.000000,94.359467,94.732315,58.669724,4500310
2007-02-22,94.455070,95.124283,93.470360,94.168259,58.320366,6171505
2007-02-23,94.072655,94.110901,93.126198,93.432121,57.864464,6648167
2007-02-26,93.556404,93.556404,92.217972,92.648186,57.378975,6194517
2007-02-27,91.778206,91.787766,88.795410,89.827919,55.632328,12548548
2007-02-28,89.588913,89.952202,88.403442,88.852776,55.028404,12752414
2007-03-01,86.281075,88.957932,84.866158,88.212234,54.631725,13457522
2007-03-02,87.954109,88.307838,86.845123,86.902489,53.820534,9886060
2007-03-05,86.281075,88.097511,86.137665,87.772469,54.359348,10789385
2007-03-06,88.336517,89.760994,88.202675,89.674950,55.537575,9606673
2007-03-07,89.837479,90.678780,89.502869,89.808792,55.620487,10741479
2007-03-08,90.344170,90.650093,88.451241,88.910133,55.063896,7744479
2007-03-09,89.369026,89.866158,88.738052,89.177818,55.229725,6624318
2007-03-12,89.187378,90.028679,88.881454,89.971321,55.721130,5785740
2007-03-13,89.732315,90.315491,88.546844,88.632889,54.892216,7885899
2007-03-14,88.575523,89.894836,88.049713,89.636711,55.513901,9114739
2007-03-15,89.292542,89.837479,89.005737,89.340347,55.330376,6181860
2007-03-16,90.296364,90.296364,88.929253,89.149139,55.211945,9130220
2007-03-19,89.818359,90.172081,89.282982,89.856598,55.650085,4778233
2007-03-20,89.866158,90.372849,89.435944,90.344170,55.952057,4769760
2007-03-21,90.344170,91.596558,89.703636,91.166351,56.461250,8018218
2007-03-22,90.917786,91.242828,90.487572,91.003822,56.360573,5962618
2007-03-23,90.650093,91.032501,90.487572,90.850861,56.265839,4615475
2007-03-26,90.822182,91.061188,90.172081,90.822182,56.248100,7038952
2007-03-27,90.544930,90.850861,90.057358,90.564056,56.088234,4911807
2007-03-28,89.770554,90.841301,89.674950,90.114723,55.809937,8501888
2007-03-29,90.497131,90.927345,89.827919,90.411087,55.993496,7166669
2007-03-30,90.095604,90.583176,89.455070,90.114723,55.809937,7989453
2007-04-02,90.353729,91.300194,89.923515,91.022942,56.372429,6154350
2007-04-03,91.252388,91.998085,91.137665,91.873802,56.899391,5994417
2007-04-04,91.586998,92.208412,91.367111,91.978966,56.964516,4472905
2007-04-05,91.759079,92.495216,91.539200,92.275337,57.148056,3459227
2007-04-09,92.189293,92.676865,91.892921,92.370934,57.207283,5073728
2007-04-10,92.160614,92.543022,91.931168,92.217972,57.112541,3761834
2007-04-11,92.265778,92.447418,90.774376,90.975143,56.342823,6209997
2007-04-12,90.850861,91.606117,90.372849,91.462715,56.644794,7411224
2007-04-13,91.539200,91.539200,90.430206,90.755257,56.206642,6305079
2007-04-16,90.812622,92.065010,90.554497,91.950287,56.946751,7180895
2007-04-17,92.065010,93.365204,91.797325,92.848946,57.503300,10736144
2007-04-18,90.630974,91.692162,90.248566,90.630974,56.129673,16601798
2007-04-19,90.344170,90.697899,89.866158,90.143402,55.827698,9880098
2007-04-20,90.841301,90.965584,89.780113,90.420647,55.999397,9769954
2007-04-23,90.975143,91.520073,90.869980,91.022942,56.372429,7580780
2007-04-24,92.954109,95.506691,92.954109,94.158699,58.314484,22437432
2007-04-25,94.397705,97.227531,94.388145,96.998085,60.072948,15509356
2007-04-26,96.558319,97.036331,95.803062,96.462715,59.741394,9004491
2007-04-27,95.889099,96.720840,95.659653,96.720840,59.901245,6423904
2007-04-30,96.663483,98.470360,96.529640,97.715103,60.517021,10512718
2007-05-01,97.571701,98.632889,97.562141,98.632889,61.085426,9068925
2007-05-02,98.279160,98.604210,97.638626,97.724663,60.522926,7134034
2007-05-03,97.275337,98.470360,96.892921,98.279160,60.866348,7638101
2007-05-04,98.231361,98.499046,97.753349,98.432121,60.961086,5716181
2007-05-07,98.240921,98.632889,97.896751,98.623329,61.079502,5878625
2007-05-08,97.915871,98.843208,97.715103,98.747612,61.394535,6239390
2007-05-09,99.359467,100.143402,99.139580,99.789673,62.042423,8794873
2007-05-10,99.254303,100.487572,99.149139,100.076485,62.220737,9371951
2007-05-11,100.086044,101.328873,100.066925,101.319313,62.993462,6303301
2007-05-14,101.156792,101.577438,100.181641,100.927345,62.749741,5996300
2007-05-15,100.764816,101.147224,100.095604,100.219887,62.309895,6384993
2007-05-16,100.478012,101.233269,99.933075,101.214149,62.928047,5871721
2007-05-17,100.965584,101.558319,100.124283,100.678780,62.595192,8060894
2007-05-18,101.185471,103.298279,100.956024,103.240921,64.188171,10310945
2007-05-21,102.934990,103.250481,102.170174,102.332695,63.623489,7857761
2007-05-22,102.246651,102.533463,101.347992,102.007645,63.421394,5557712
2007-05-23,102.103249,102.294456,100.621414,100.936905,62.755680,4599157
2007-05-24,100.812622,101.319313,99.015297,99.378586,61.786827,7244910
2007-05-25,99.330788,100.793503,99.282982,100.554497,62.517963,6404658
2007-05-29,100.927345,101.940727,100.669212,101.252388,62.951847,5669634
2007-05-30,100.764816,102.390060,100.583176,102.227531,63.558094,7741446
2007-05-31,102.543022,102.934990,101.338432,101.912048,63.361969,5332194
2007-06-01,101.931168,102.523903,101.357552,101.854683,63.326305,5532503
2007-06-04,101.816444,101.902489,100.936905,101.558319,63.142040,4780115
2007-06-05,101.864243,101.864243,100.898659,101.185471,62.910202,5485433
2007-06-06,100.860420,100.869980,97.887192,97.906311,60.871487,32186152
2007-06-07,97.954109,98.632889,97.093689,97.323135,60.508888,15046292
2007-06-08,97.323135,98.671127,97.275337,98.537285,61.263775,8594250
2007-06-11,98.346077,99.426384,97.992355,98.680687,61.352932,8266643
2007-06-12,98.575523,98.642448,97.657745,97.839386,60.829861,5835006
2007-06-13,98.326958,98.718925,97.609940,98.585083,61.293507,6733730
2007-06-14,98.565964,99.655830,98.288719,99.282982,61.727375,5403218
2007-06-15,99.636711,100.564056,99.311661,100.468452,62.464443,9866186
2007-06-18,100.640533,101.003822,100.277245,100.697899,62.607079,6651723
2007-06-19,100.315491,101.969406,100.286804,101.816444,63.302536,6018684
2007-06-20,101.816444,102.313576,101.290634,101.338432,63.005322,6842409
2007-06-21,101.118546,102.294456,100.965584,101.912048,63.361969,5844839
2007-06-22,101.300194,101.759079,99.847038,99.847038,62.078079,11305691
2007-06-25,100.124283,101.118546,99.904396,100.478012,62.470379,8866314
2007-06-26,100.478012,101.395790,100.210327,100.697899,62.607079,5470162
2007-06-27,100.143402,100.831741,99.808792,100.793503,62.666515,5652375
2007-06-28,100.879539,102.217972,100.592735,101.290634,62.975613,5680721
2007-06-29,101.300194,101.892921,99.521988,100.621414,62.559559,7341246
2007-07-02,100.755257,101.147224,99.980881,100.391968,62.416882,4917560
2007-07-03,100.860420,102.370934,100.611855,101.892921,63.350063,4411923
2007-07-05,101.634796,103.623329,101.319313,103.298279,64.223831,6977761
2007-07-06,103.049713,104.837479,102.925430,104.235184,64.806335,9390151
2007-07-09,103.948372,104.541107,103.441681,104.177818,64.770676,6324430
2007-07-10,103.776291,104.349907,103.489487,103.852776,64.568581,6494928
2007-07-11,103.537285,104.780113,103.489487,104.302101,64.847946,6158639
2007-07-12,104.541107,104.827919,103.460800,104.474190,64.954926,9983129
2007-07-13,103.967499,104.397705,103.346077,103.824089,64.550758,7451809
2007-07-16,103.795410,105.200768,103.652008,104.837479,65.180817,9271953
2007-07-17,104.837479,106.567879,104.636711,105.898659,65.840584,7970415
2007-07-18,105.401527,106.959846,105.200768,106.195030,66.024826,10621189
2007-07-19,109.942642,111.357552,109.608032,110.764816,68.866035,18076554
2007-07-20,109.799232,110.764816,108.929253,109.760994,68.241913,12244790
2007-07-23,109.827919,111.309753,109.799232,111.261948,69.175087,8410781
2007-07-24,110.248566,111.854683,109.961761,111.061188,69.050247,10982268
2007-07-25,111.080307,113.173996,110.172081,112.906311,70.197449,11861640
2007-07-26,111.864243,113.594643,110.439774,111.405357,69.264244,17595917
2007-07-27,111.491394,112.762909,110.535370,110.535370,68.723343,18973080
2007-07-30,109.942642,110.659653,108.527725,109.483749,68.069557,15789788
2007-07-31,109.674950,109.674950,105.181641,105.783936,65.769234,18635745
